[],"RT @ernie_plumley: 👀Check this out! 

Two Federal agents escorted Tom Hanks off the plane and then followed him on his way home. They didn’…",JeffBerk3,United States
[],"RT @davidaxelrod: He knows that he is liable for the six weeks he flagrantly dismissed the severity of the threat, during which we lost val…",TPHOUSTON59,"Iowa, USA"
[],"RT @ernie_plumley: 👀Check this out! 

Two Federal agents escorted Tom Hanks off the plane and then followed him on his way home. They didn’…",XRP_Rambo,"Florida, USA"
[],"RT @NatePickowicz: If a tiny virus can do this much damage, imagine what mustard seed size faith can do.",Aliveinyou,
[],this virus is making my life very complicated🙂,LongLive_Deejay,*the dub. 62+
[],"The only question reporters should ask him from this point forward is, “Are the American people in the United State… https://t.co/cVnxWgCs2e",brathet,"Atlantic Beach, Florida"
[],"RT @QTAnon1: Adam Schiffy has been tested and is not infected by the Corona virus. Experts are not surprised... 

The virus has been shown…",mariaelena_vega,
['ElitistScum'],"RT @CaliTrumpLady: You know, I was just telling my husband this morning, ""I wonder how David Geffen is doing?"" 🙄
GTHO #ElitistScum, the #pe…",dawnearlylight1,"North Carolina, USA"
[],"RT @ma1208an: Goodmorning! Goodmorning! Goodmorning, Nicomaine😘💛💛

Happy Monday!
Another day, another week to fight bravely and beat this v…",huwendycm,Makati City
[],"RT @donwinslow: This is another bullshit tweet from Trump worshipper Nikki Haley.

WTF is wrong is you?

Why can't you just admit a simple…",SleepingSun16,somewhere in time
[],RT @edwereddie: I'm an Italian illustrator and I made this for those who are fighting the virus on the front line. https://t.co/C0CY9WnocR,Luiz25700,Amazônia | Brasil
[],RT @WestonBergmann: If this virus gets anymore toxic @morgan_willett is gonna try and date it.,_RakkeL_,"Nashville, TN"
[],I’m just going to write in journal my true feelings towards this corona virus .... EVERYTHING IS SUS,blanchyez,
[],RT @ScottAdamsSays: Hmm. Not crazy.,kimberly_kucera,
"['CCPvirus', 'CCP']","RT @JanitaKan: In the early stages of the #CCPvirus outbreak, the #CCP failed to share it with the rest of the world and instead downplayed…",ErkzuI,"Pennsylvania, USA"
[],"@DnvrMetsJetsFan That's an important point. That's why the virus is widespread in Wuhan, Lombardi, NYC. Plus, high… https://t.co/0kQ03OkINX",miroslavtok,Manhattan 
[],"RT @DeniseInCanada: The lie gets bigger.

You told us Trudeau had the kids and was doing the ""single-dad"" thing. 

So, weren't the kids exp…",FreeSpeech_2018,
[],"RT @WhiteHouse: The peak of this virus' death rate is likely to hit in two weeks. 

We MUST stay the course and keep following the guidelin…",alba_ks,"Chicago, IL"
['DSSFightsWithCorona'],"RT @YogeshA21434330: #DSSFightsWithCorona
Do regular pranayama to avoid corona virus, by doing regular pranayama, the human's immunity to f…",shushma20031262,India
[],Fox “News” should be sued for lying to the public about a deadly virus. They lie on a regular basis. @FCC this is y… https://t.co/7HXoHUVKG8,MsReneeHopkins,"Erie, Pennsylvania USA"
[],RT @PattyArquette: As of today we have lost more American lives to this virus than we did on 9/11,rebecca_varney,"Missouri, USA"
[],Stop having your friends and family over! You’re missing the point of social distancing 😒,always_pris,"Texas, USA"
[],RT @shady_inf0: 3 weeks ago today @BorisJohnson was suggesting that people could take a deadly virus 'on the chin' &amp; allow the disease to '…,Scout342,Proud European
[],"RT @PeterSweden7: This is Chloe Middleton. 

She was a young and healthy 21 year old woman with no underlying health issues.

She died in t…",Sonnys_Grandson,Jamaica 
[],@StoolGreenie @coronavirus Ok but why is there a corona virus page created in 2009 https://t.co/aqgljYGEr2,Cel1ics4L,
[],"Camus' The Plague. An allegory of the wartime occupation of France, the novel is about an outbreak of a deadly viru… https://t.co/YBx71tPR9m",BoxBender,"Sydney, Australia"
[],"RT @KO_Crowley: A song for our time. 

“We Didn’t Stop The Virus” 

From my quarantine pals and me. https://t.co/PVjmzfzzpK",eaglescout_eric,"California, USA"
[],"RT @mateo_private: Retweet to receive a nude from me 🔞😈
Also now, -70% to my adult page!! Instead of getting the bad virus, get me and make…",GayNEIndy,"Fishers, IN"
[],"RT @cpiparty: In the face of a global pandemic, one might think a US representative’s sole focus would be on the well-being of her constitu…",CivilIran,The Earth
[],"RT @ItoniLl: NBC's Chuck Todd under fire for asking Biden if Trump has 'blood on his hands' for delayed coronavirus response

https://t.co/…",TioBuck14,"Texas, USA"
[],"RT @Perrysarkcess3: Tv3 rush Date can make you forget there is something called corona virus.

Those girls should create their men aahba 😂😂😂",astro_frimps,"Kumasi, Ghana🇬🇭"
[],It be getting to the point where I be excited af to go the fucking gas station I hate this virus😭,gabr_iel_559,"Madera, CA"
[],"RT @Barnes_Law: Two things virus response instructs us: First, many Americans easily forfeit century-long, fought-for freedoms overnight if…",Orgleader,USA 
[],"@cheaward That wasn’t what he was trying to say in the video, the clips were taking it out of context. He was talki… https://t.co/h9QWPMlkYN",jsnburns,"North Carolina, USA"
[],"@NWalesBrexiteer Ring a ring of roses
Pocket full of posies 
This plague is from China
Where they eat pets in a din… https://t.co/AV3GbNWybC",tmt1958,
[],"RT @realDonaldTrump: “With the Tax Cuts and new Trade Deals, we were set for a tremendous growth rate this year.... and then the Virus came…",Balind8,
[],"RT @AndrewPollackFL: When President @realDonaldTrump formed the Chinese Virus task force in January, Nancy Pelosi was passing out her impea…",MikeVee_,USA
[],@SaraCarterDC @BillPLCguy @toddstarnes @DeAnna4Congress They will keep moving the expected height of the virus unti… https://t.co/QvACVEMXEg,MatthewMotloch,
['DisneyPlus'],okay so like corona virus is bad and all...but TARZAN ISNT ON #DisneyPlus ??????? WTF IS WRONG WITH THE WORLD,B4Pitch,
[],"RT @cherctrippett: send help, my husband was ordered to be quarantined and stay in one room of the house so i am taking care of him and our…",pandawpinguen,some where
[],"RT @V2019N: Dr. Helen Chu, the @seattleflustudy @trvrb @KCPubHealth @GovInslee saved many lives.",OccupyDisabled,
[],"RT @WhiteHouse: The peak of this virus' death rate is likely to hit in two weeks. 

We MUST stay the course and keep following the guidelin…",Chrisraman6,
[],When you have to protect yourself from a virus but you're going through an Emo/Screamo phase. https://t.co/solb27raaX,Sarobi,"California, USA"
[],"RT @NikkiHaley: While some choose to criticize, I know @realDonaldTrump , @VP, and all of the members of the corona virus task force are wo…",Chipgeorge66,
[],Global deaths never reach 100k sef,Godsvery_own,"Abuja, Nigeria"
[],"RT @desimojito: This is a hit job by media, showed Delhi and Kerala as best to tackle Chinese Virus. 

Yesterday Delhi, today Kerala, all t…",vcvarma,Hyderabad
[],Former Gopher Samantha Seliger-Swenson gets taste of volleyball in France before virus ends her season - Minneapoli… https://t.co/18jFcTbNtj,Volleyballwatch,"CANADA, Victoria "
[],RT @hemantmehta: Here is scamvangelist Kenneth Copeland DESTROYING the virus through what I can only describe as a Christian magic spell.…,v_nevans685,New Zealand
[],"@RealCandaceO @inittowinit007 Yeah and if this virus peaks in a week or two , they are short on hospital beds.... g… https://t.co/QlGZxRM8l0",OntheGroundWI,
[],RT @LATiffani1: Damn sad that during the Chinese Virus “PlanDemic” no one can trust the media,markelarson17,
[],"@DanielAndrewsMP Hey dan, my lease was due to end April 10th before all the virus came out and so my question is is… https://t.co/1IeRaEeJG6",darcyev17,"Geelong, Victoria"
[],Details??,kamranphy_dr,
[],@Dontbeafool21 And you probably thought the corona virus was a hoax.,Borussia09eV,"Matera, Basilicata"
[],US crude oil price falls below $20 Fall in demand due to virus creates surplus that could overwhelm storage capacit… https://t.co/CvttZ2tBUY,MasterMetals,Global
[],RT @GmanFan45: INCOMING! @POTUS hammering the media reminds of when Trump was unmerciful on king of Baltimore elibah cummings and the stole…,JanetTXBlessed,"Texas, USA"
[],@SeanTerry123 @InkedUpMessnger @Gerald_yea @BirdExecutive Dude made a joke about distancing away from someone that… https://t.co/S2y80Pmfdf,NCgearhead,
[],RT @noname_8: Doubts surface over Chinese virus death toll after thousands of urns spotted in Wuhan https://t.co/7eWi6RDgNu &lt; เมื่อดูตัวเลข…,k0b_k0b,
[],"While vastly different, the same people who flipped their lids over the Syrian strikes, are now doing the same thin… https://t.co/0hI1kHkBEC",Calvinreturns,
"['AI', 'Digital', 'Tech', 'Global', 'Info', 'Knowledge']",RT @XeeSheikh: Bosses speed up automation as virus keeps workers home https://t.co/dQ1M0Ln9fJ #AI #Digital #Tech #Global #Info #Knowledge #…,JuergenKob,"Zug, Schweiz"
[],"RT @AlexJungle2: Again, there is a video on the internet, a video with a medic walking in Berlin hospital which is supposed to be full with…",Angels_fall5,searching.....
[],RT @AMAZlNGSCIENCE: This gives you an idea how many layers of protection doctors must protect themselves everyday from the corona virus. ht…,skysea321,"California, USA"
[],"RT @StevenBeschloss: The same person who called the virus a hoax, who sent 17.8 tons of masks, respirators and other medical supplies to Ch…",CarstonVal,
[],RT @hemantmehta: Here is scamvangelist Kenneth Copeland DESTROYING the virus through what I can only describe as a Christian magic spell.…,einsteinboricua,"Washington, USA"
[],RT @ejeancarroll: JUST LIKE WE SUSPECTED: Researchers are NOW admitting that wearing masks is MORE effective at stopping the virus than jus…,gaz2002,Ilderton ON | Deckerville MI
[],RT @Bellaboy23: This is something my mum would forward me on WhatsApp,verdyannanda,Los Angeles - CA
['coronavirus'],RT @globaltimesnews: Chinese scientists have developed a new weapon to combat the #coronavirus. They say they have found a nanomaterial tha…,yugasaisrinivas,
[],"RT @_1HundredProof: ‼️‼️‼️ that and even though it’s been here(years back) NOBODY thought to implement any isolation precautions, vaccine,…",Cuffyofee,"Houston, TX"
[],"RT @PowerOfNeo: @RealCandaceO ""Studies have suggested that coronavirus vaccines carry the risk of what is known as vaccine enhancement, whe…",bossladymom,
[],RT @WhoSunilGrover: Just imagine getting killed by an overseas virus when you don’t even have a passport.,beinginjamam,Kolkata‚India
[],"RT @RealCandaceO: Bangladesh has a population of 164 million, with refugee camps that are 4 times as dense as New York City. The virus (10…",ProsperityREISC,United States
[],"Ive repeatedly said, biggest blunder state &amp; central govt could do is assume virus phase has passed off early or fe… https://t.co/FhGmCvyKro",SuperGops,Cyberworld
[],"@Jeffreyhead I had the same must be a cunt of a virus going around at exactly the same time as Covid, I've been legit dying for 3 weeks.",Shaunpro1,"Melbourne, Victoria"
[],"RT @AndrewPollackFL: Nancy Pelosi has called @realDonaldTrump’s Chinese Virus response ‘deadly.’

This is the woman who blocked relief for…",GrtAM,"Georgia, USA"
[],@business Asking for trouble and putting God to the test. In other places mosques and temples are also testing the… https://t.co/dxGAehl5hD,leroyng,"Kuala Lumpur, Malaysia"
['AMJoy'],RT @ericsslater: Interesting point made on #AMJoy just now by Carol Simpson. The trump propaganda-fests @ 5 pm each day are timed to preemp…,thekendra,"North Carolina, USA"
[],"@nathanrodes So sorry. Not one of my better days. Missed @AvidIndoorzmen and your facebook live, too.  @nancyegary1… https://t.co/KaLaA3CSO5",rlc7415,
[],"RT @charliekirk11: China is lying to the world—again.

They say COVID-19 has only killed roughly 3,300 of its’ citizens

But new reports ou…",Lindaquackenbus,
[],@jihadwatchRS 1400 years old virus,thesecretmishra,
[],"@globaltimesnews 1st spread virus, then sell medicines.",AkhilaPadhi,Jeypore
['COVID19'],"RT @whitenigerian: Over 146,396 people have recovered from the #COVID19 Virus as at today!! Could we share this good news please.",peaceangelwings,
[],lmao I feel@like the only way ima go inside if somebody close too me fwt the corona virus until then Idgafit is wha… https://t.co/v93IZa69im,mariraww1,
[],"RT @johnforva: I congratulate Michigan's Gretchen Whitmer (@GovWhitmer) for standing up for her state, not backing down to the President's…",Pasqualiba,
[],XFL 2020: New League Poised for a Comeback Despite Virus Shutdown https://t.co/81GIzM35UW https://t.co/Mh235odCOj,VeronicaGriman,"California, USA"
[],Panics over folks🖒,Nugent4nil,Barrhead
[],"@PrayerIsAction Not sure. When I was sick back in January, I was prescribed it. I know they say the virus wasn't he… https://t.co/8iA0hPSo4r",TheWarMonitor,Earth
[],"RT @Amy_Siskind: Florida has 5,000 reported cases of Covid-19 - up 20% today alone. 

Pretty damn rich for @GovRonDeSantis to blame NY and…",surferdave1966,"Buxton, NC/ Cape Hatteras"
[],"RT @ZonePhysics: Australian Researcher Claim that They've Found a ""Cure"" for the Corona Virus
https://t.co/Fjolcd9nsp",KS_Longer,The Red Planet
[],"RT @TicklemeBender: @Recoon15 @Doranimated @OneHKer 1. That's not the name of the virus. 
2. I wish people would stop sharing fake shit.",MrTampaboy,"Tampa, FL"
[],"RT @1GigiSims: Keep hearing that Corona is a bioweapon but the numbers don’t add up. So we either aren’t being told what this virus can do,…",unkljak1,"Florida, USA"
"['COVID19', 'SARSCoV2', 'hCoV19']",RT @firefoxx66: Why do case fatality rate (CFR) for #COVID19 #SARSCoV2 #hCoV19 differ so much between countries? Estimates vary from ~&gt;7% (…,billbarendse,"Brisbane, Australia"
[],"RT @RepStevenSmith: But it's the ""Chinese Virus."" 😂 https://t.co/N4xpXcm6Mi",AfroQBen,
[],"Bill Gates told us about the Corona virus in 2015
(Thread, part 3) https://t.co/R0WqtbSk7b",arwidodo,Indonesia
['SelflessServiceByDSS'],"RT @Rajesh92066701: #SelflessServiceByDSS
In the time of national lockdown 
DSS  volunteers extended help by distributing ration to needy &amp;…",NikhilS80926625,
[],"RT @CindyKendrick11: Something much bigger is going on behind the scenes, the reaction to this Virus is totally overblown. 

What do you th…",Mallard_30,
[],"RT @svdate: 1) The president downplayed the virus threat for 7 weeks, AFTER he received info how deadly it was in China
2) He claimed -- fa…",dlyn1967,Winchester Indiana
[],RT @sarkodie: Reality is : Back home 🇬🇭 alot of people rarely go for check ups even when seriously sick ..we just know we will b fine but w…,PhredWin,
[],@lamarls @Alyssa_Milano Tell that to the people who are dying/have died/will die of COVID-19 in the US. Especially… https://t.co/boMgcGPodx,spacecadet4850,
[],i am v concerned at the amount of people who still think the virus was caused by eating bats,filterpjms,🛒💨🥛🥣✉️👕
[],"@ProgressiveKtty @elguapo64 Good point there....however, if I saw somebody in the store do that, I would say someth… https://t.co/sCkOSC1dq7",FREEDOMCat71,"San Luis Obispo County, CA"
[],"RT @NikkiHaley: While some choose to criticize, I know @realDonaldTrump , @VP, and all of the members of the corona virus task force are wo…",nc165,
[],RT @animatedtext: the government will kill me faster than this virus https://t.co/aDQxnWJqh3,kimnamjoonpls,kr
[],RT @beermanTom: More evidence pours in 70-year old malaria drug extremely effective fighting the Chinese virus. Media continues downplaying…,Mike99795182,
[],"RT @ilike2beright: when I saw this article about the javitz center, I thought, 
“these aren’t normal “triage” set ups?” “those aren’t hospi…",youmakemecynic,
[],"RT @VRabout: @niuzhm @AmbLiuXiaoMing Just stop sending virus, doctors will not be required.",rightwing92,India
[],@diegosaurs Trying to buy a new game to grind going through some times not related to the virus😕 Venmo: @ccribbs345,Crxbbs,"Wisconsin, USA"
[],"RT @charliekirk11: BREAKING:

Another migrant caravan is heading to the US border

While we suffer under the strain of the China Virus, we…",New0rleansLady,USA South
[],@PSTOGIEMWONYI @Imamofpeace Why are there viruses on American warships，Can China spread the virus to us warships?,bZuB7Sqt9Hi1Jp9,
[],"RT @coolfunnytshirt: Rohini Singh: Have those Samajvadi leaders donated money for Corona Virus Outbreak? 

Samajvadi leader: Chal apna flat…",vikram_sbs,"गुजरात, भारत"
[],@ETSubmariner @headk9stylist @GovInslee @jaketapper @CNNSotu You got some screws loose man. The swine flu is not ha… https://t.co/h7nSdqB4hC,Derek00638293,
[],"RT @MingGao26: It appears only poor maga crowd believe trump lies...

Rich Europeans Flee Virus for 2nd Homes, Spreading Fear and Fury http…",PollifaxMrs,Landlocked 
['CCPVirus'],"RT @EpochTimes: On Sunday, the @WhiteHouse extended its guidelines for stopping the spread of the #CCPVirus to April 30.

The president cit…",NM777NM777,USA
[],"RT @BillAckman: @realDonaldTrump Mr. President, why don’t you launch the biggest infrastructure program of all time now? Roads, bridges, an…",kimberly_kucera,
[],Man 2020 has been a interesting year ! Man my sports are gone ! No beaches ! No Amusement parks either :( ! Sucks b… https://t.co/S4tGI7hOXK,alecvega15,
[],RT @hemantmehta: Here is scamvangelist Kenneth Copeland DESTROYING the virus through what I can only describe as a Christian magic spell.…,BlueFlameBurns,Inside the Beltway
[],RT @LizMacDonaldFOX: We have yet to see any virologist or epidemiologist say this is contained. How about just tell the truth and stop the…,ElaineSwank,ca
[],"RT @NikkiHaley: While some choose to criticize, I know @realDonaldTrump , @VP, and all of the members of the corona virus task force are wo…",aShantyIrish,
[],RT @RepThomasMassie: The stimulus package that just passed is the biggest wealth transfer from common folks to the super-rich (Wall Street…,nyxilus,
[],"RT @SassyLa35278765: PRESIDENT TRUMP DID NOTHING TO BRING THIS VIRUS!!

STOP BLAMING HIM UPU BUNCH OF IDIOTS!
HE'S DONE WAY MORE THAN WHAT…",AnnaLeeisPissed,
[],"RT @SenWhitehouse: Pelosi is channeling the frustration of millions, particularly those on the front lines. This did not have to be this wa…",StormingDCastle,United States
[],RT @MichaelCoudrey: BREAKING: French government reverses earlier ban on hydroxychloroquine for treating COVID19 patients in light of succes…,patcorbinhenson,
[],"RT @GOP: “The deployment of rapid testing will vastly accelerate our ability to monitor, track, contain, and ultimately, defeat the virus.”…",nobleland1,
[],RT @VotePrTrump2020: Please Rt. Amen. Completely agree and correct. @realDonaldTrump,RichardMorell14,"Florida, USA"
[],"RT @TS49900891: Here is someone who is not afraid of telling the truth.

Let's rise up for the inmates in such a terrible time due to coron…",fethikeskiin,
[],"@Neoavatara If they're trying to avoid the virus, boy did they pick the wrong state in which to hole up.",MikeFreddoso,"South Bend, Indiana"
[],@bhowardbwc @Guadi_Pelosista @SpeakerPelosi I see a lot of brainwashed idiots in these replies.  This virus is the… https://t.co/fjEIW0Fi9X,Chris57865442,
[],RT @ClimateAudit: 5/ Masks are commonplace/required in China and South Korea. There's plausible reasoning that they prevent exhalation of v…,stefanoschiavi,multiverse
[],RT @MichaelCoudrey: BREAKING: French government reverses earlier ban on hydroxychloroquine for treating COVID19 patients in light of succes…,LittleHorse7,
[],"RT @NikkiHaley: While some choose to criticize, I know @realDonaldTrump , @VP, and all of the members of the corona virus task force are wo…",AKDOCMATT,Wolcott CT
[],"RT @ResisterSis20: You shall know that I am the virus, when I put you in your graves, &amp; your families come out &amp; weep, my victims! I will p…",educatedadult1,The Hamptons
[],RT @TruthOptimistic: lowering the bar quickly and hoping no one remembers,MediciSusan,Planet Earth is on Fire
[],"RT @FireTypeDany: I hope yall keep the same energy for Cuba knowing that Habana, the capital of Cuba, the country that was sending doctors…",yinpepeyang,Wano
[],"RT @ScottRoberts: If a tiny virus can do this much damage, imagine what mustard seed size faith can do.",fragglerockboy,Fraggle Rock 🌎
[],"RT @charliekirk11: China is lying to the world—again.

They say COVID-19 has only killed roughly 3,300 of its’ citizens

But new reports ou…",RC_Fagan_III,
[],RT @Mykey_Hilliard: As much as I want to be young and out and about doing things I still want to protect older and more vulnerable people.…,itatiii03,
[],RT @realDonaldTrump: Polls are showing tremendous disapproval of Lamestream Media coverage of the Virus crisis. The Fake News just hasn’t f…,snoopywood11,"Missouri, USA"
[],RT @RoflGandhi_: It took something as deadly as corona virus for Indian media to discuss healthcare. (That too in a way which doesn't point…,benz_ravi,UNESCO 
[],Jazz in the Gardens canceled after Covid-19 virus cases escalate in the U.S. Attendees and those managing the event… https://t.co/2CaYKmgfR3,elishacarter05,
[],RT @Bellaboy23: This is something my mum would forward me on WhatsApp,PlNKSDIOR,miami | hai
[],"RT @USACherry45: Pay attention America. They are using this virus to spread their control. 

Churches and synagogues that hold worship serv…",inthecopa,USA
[],"RT @ChinmayTumbe: Now that the virus is in India, a thread 👇🏼 on the potential geography of the virus spread based on known migration patte…",manakote62,"महाराष्ट्र, भारत "
[],"RT @AlexJungle2: Dear ones, there is a video on facebook with a medic walking in Berlin hospital which is supposed to be full with the viru…",Angels_fall5,searching.....
[],"RT @charliekirk11: China is lying to the world—again.

They say COVID-19 has only killed roughly 3,300 of its’ citizens

But new reports ou…",CSueSmith3,
[],"Opinion: Trump administration sent protective medical gear to China while he minimized the virus threat to US

https://t.co/AJtOof0gAC",rompor,
[],"RT @NikkiHaley: While some choose to criticize, I know @realDonaldTrump , @VP, and all of the members of the corona virus task force are wo…",mjaer97_bg,United States
[],@NikkiHaley  exactly ! 🇺🇸 https://t.co/evYca1qkWr,Sandystern7,
[],RT @passion_Abrat: This virus will not touch my household in the name of Jesus ❤️❤️❤️,_trafgod,houston tx
[],"RT @JordanSchachtel: COVID-19 has been around for 5 months. We have 34k global recorded deaths, consistently growing at 3-4k per day. Nonet…",katealva,"Houston, TX"
[],"RT @charliekirk11: China is lying to the world—again.

They say COVID-19 has only killed roughly 3,300 of its’ citizens

But new reports ou…",MoraimaBolivar4,
[],"RT @scenyor: Can we uninstall 2020 
and install it again?

This version has a virus.",putriraputri,
[],RT @gtconway3d: I think someone in the press room today should ask Trump if he thinks he’s going to be able to maintain his TV ratings and…,wendynicholnyc,New York CIty
[],RT @Cameron_Austin5: This virus really exposing the fucking idiots out there.,SUIREBIAT,Deadend🔶
[],"RT @AnthemRespect: If someone told you 20 years ago, that a new deadly virus would appear on the scene...
...and Democrat Governors would p…",TrumpTrainOnly,United States
[],@JoeNBC Hey Joe trumps writing a book pandemic for for dummies his intel told him about the virus in january,johnterlizzi191,LITTLE EGG HARBOR NJ
[],RT @can_climate_guy: Why would they lose their healthy mom to this? There's been zero evidence this virus has killed any healthcare workers…,reasonnorvirtue,United States
[],"RT @svdate: 1) The president downplayed the virus threat for 7 weeks, AFTER he received info how deadly it was in China
2) He claimed -- fa…",Rayn3ll,The world
[],RT @tobykeith: We are feeling it now. Oklahoma boy Joe Diffie has passed away from this virus.  My kids grew up around his parents. My pray…,macymcqueen,"Kentucky, USA"
[],i’m not understand the purpose of the march.. is the virus supposed to get scared and retreat?,CalebThePisces,
[],"RT @Level_Up22: Looking at how the WHO lied about this virus early and often, you have to wonder about motives. Seems more malicious than p…",UchennaObiorah,Earth
[],"RT @CostiveBerry: Corona virus has killed millions of people 😫 but u n ur family are still alive,, thank God for de gift of life 🙏",NdashyikirwaP,"Turin, Piedmont"
[],accidentally downloaded a virus gg,m6ddiee,
[],"RT @tom_trotts: ""For 2.2 trillion (the cost of the Corona virus stimulus) we could have eliminated the income tax for every American worker…",Welshgraham7,
[],RT @DavidCornDC: So Trump acknowledges hanging out with an idiot? That's a great leadership style for a pandemic.,RW39761441,
[],RT @hemantmehta: Here is scamvangelist Kenneth Copeland DESTROYING the virus through what I can only describe as a Christian magic spell.…,urourlegacy,global citizen
[],@GoHAM11 Sorry to hear that. It's a really crappy situation that happened w/ this Virus. There's going to be a few… https://t.co/kSlavynjg1,JustinPulitzer,"New York, NY"
[],"RT @ilike2beright: these look like calming /therapeutic safe spaces🤔
...possibly for a flood of very traumatized people, &amp; not virus “sick”…",youmakemecynic,
[],"RT @MohanTh80694870: Why disciples of Saint Rampal Ji Maharaj claims that He can relieve the world of all sorts of diseases like CANCER, HI…",ambikajhariya21,
[],"RT @Mikel_Jollett: The U.S. pandemic response team was CUT by Trump.

The WHO tests were REJECTED by Trump.

The warnings of scientists wer…",david_reacher,"California, USA"
[],@atrupar You're really clueless about how the biology unique to this virus allowed it to overwhelm the world once t… https://t.co/FWAaDJNGDr,BigLou05858492,
[],@khylee_s yessss lmfaooooo! He had the symptoms of the virus and when they told him he had to get tested he burst t… https://t.co/esuUdrnIe5,aayewest,
[],"RT @AndrewPollackFL: When President @realDonaldTrump formed the Chinese Virus task force in January, Nancy Pelosi was passing out her impea…",Poopsie31,
[],"RT @charliekirk11: Nancy Pelosi:

“As the president fiddles, people are dying”

Remind me again, what every Democrat in DC was pre-occupied…",DanniRobison,"North Dakota, USA"
[],"RT @Amy_Siskind: Florida has 5,000 reported cases of Covid-19 - up 20% today alone. 

Pretty damn rich for @GovRonDeSantis to blame NY and…",politicalteach,
[],"RT @OIFvetUSMC02: You’re right @realDonaldTrump, we’re stealing masks to take home so we don’t have any to use at work therefore exposing o…",FairVoteGA,Georgia
[],"@STGnews Let's now quote the WHO. ""The virus that causes COVID 19 is MAINLY transmitted through droplets when an in… https://t.co/dnHabFpbtx",FKhanelli,
[],"RT @AprilDRyan: People are dying and the numbers of coronavirus victims are climbing.  However, @realDonaldTrump  tweets that he wont pay f…",RegalOS65,"Huntsville, AL"
[],"RT @TheRISEofROD: Don't be alarmed when Covid-19 cases skyrocket over the next couple of weeks.

Numbers will spike, because more ""quick"" t…",southiebred,"Dana Point, CA"
[],RT @isaacstonefish: Please please please stop saying the U.S. has more cases than China. I can't emphasize this enough: We really have no i…,BorhartMandy,
[],RT @RepThomasMassie: The stimulus package that just passed is the biggest wealth transfer from common folks to the super-rich (Wall Street…,Jojosdojo,"London, England"
[],"Well well, looky here. WTG @JerryFalwellJr",ImpeachTheMF123,"Manhattan, NY"
[],"RT @charliekirk11: Nancy Pelosi:

“As the president fiddles, people are dying”

Remind me again, what every Democrat in DC was pre-occupied…",JackFiller6,
[],"@Debber66 I got back from a trip to Vegas for NYE and was sick for a month with a horrible, dry cough and exhaustio… https://t.co/dJwmD5nhNv",Abigail92Straw,
[],RT @EnglishTeach07: A damning editorial on Missouri Governor ⁦@GovParsonMO⁩  https://t.co/LYlo5IhzPu,detulcensky,
[],RT @animatedtext: the government will kill me faster than this virus https://t.co/aDQxnWJqh3,Bilojo_,Na puta q te pariu :3
[],"RT @JulieMorr: Hmmmmmm, Fox News should be worried. They might face the same legal actions as those in the Trump administration who downpla…",TanjaMcConnor,Northern California
[],"RT @rolandscahill: My mom is a 69 year old nurse &amp; her hospital is deploying to her the front lines next week 

She called me to tell me wh…",FelixFelix7070,
[],RT @markmorey5: We don't know where the virus started! Covid-19 seems to have been around for about 10 years and was active in Italy before…,Normsmusic,Mountain View Ca 94043
[],RT @katalva3: I just peed my pants!!!,mikeparlee,"Vista, CA"
[],"RT @ananavarro: It’s been +2 weeks. So much we don’t know.

This we know:

Science is undeniable. So are facts.
This virus is not a Democra…",JohnDMijares,Colorful Colorado
['COVID19'],"RT @danielsgoldman: HEALTH UPDATE: Today we got confirmation that my wife tested positive for #COVID19, but thankfully, our three children…",Daliyeh,Djibouti
[],"@GOPChairwoman @realDonaldTrump How does sending 17+ tons of masks, gloves and other PPE on. 2/7/20 to China play i… https://t.co/h0ZdsDJs0o",LogicByStacey,
[],"RT @NikkiHaley: While some choose to criticize, I know @realDonaldTrump , @VP, and all of the members of the corona virus task force are wo…",hoochhowe,Canada
['COVID19'],RT @AhmedSiwi: I know this might be my first debbie downer tweet of #COVID19. But a fellow doctor just died after contracting the virus fro…,Mikoo1968,"Brampton, Ontario"
[],"RT @Hope54049027: @Jkylebass China military is using the virus as a weapon, and China blamed US Army &amp; infected US Navy",mproia,USA
[],RT @RoArquette: Prayers for Musician John Prine he is hospitalized with corona virus and he’s in critical care.,Holidill,Reisterstown Maryland
[],"RT @Siddhiattwt: This virus has been created for sure. 
Although seeing how America is suffering I don’t wanna think they created the virus…",MaryBernstein14,"Fremont, CA"
[],because of this virus i downloaded all the apps i deleted |:,maritzkare,♡
[],NOOOO! I didn’t give a shit about this virus until now,NervousTwit95,Eastside Bethany
[],"RT @NikkiHaley: While some choose to criticize, I know @realDonaldTrump , @VP, and all of the members of the corona virus task force are wo…",coni11432387,
['coronavirus'],RT @globaltimesnews: Chinese scientists have developed a new weapon to combat the #coronavirus. They say they have found a nanomaterial tha…,manojfenin27,India
[],"@VintageVespa69 @CorneliaLG @yashar So, your answer to stopping the spread of a Chinese virus is using Chinese prod… https://t.co/fNAiy7Pfin",Belle31433087,
[],"RT @Orcusa1: The Churches should be open, USA needs them now more than ever!

The State, Government or local authority has no right to use…",srobergr,
[],"From my view, none.",galloway840,
[],"RT @GregGFoos: Trump administration sent protective medical gear to China while he minimized the virus threat to US

https://t.co/2bXn1Kc7uK",savetheturtles2,United States
[],"RT @venzq: Dr @Swamy39  , good that you took all precautionary measures doing a Namaste to avoid catching 'Karuna' Virus in 1996 itself. @v…",strkarthikb,"Coimbatore, India"
